,label,full_text
10377,1,got pic line stay grind tell bitch time bitch get car got ridin dayton spoke
10378,1,got respect hoe shit
10379,1,got many horse hoe say gorgeous tha air dat door
10380,1,got bitch coworkers stay late every day last week complain mf stay late send email left
10381,1,got lightskin pussy one time bitch damn near bout propose
10383,1,got something keep thinking pussy
10384,1,got soo many funny picture yesterday bitch wa fucced
10385,1,got street head lock got yo bitch leg lock
10386,1,got street ina headlock got yo bitch ina leg lock fuck fed cop
10387,1,got street ina headlock got yo bitch ina leg lock
10388,1,got streetz ina head lock got yo bitch ina leg lock
10389,1,got dominican hoe randomly hit every often amp tell like tryna rob
10390,1,got root beer chillin fridge imma crack bitch open
10391,0,got get trash make breakfast frau start laundry good till get back cracker
10392,1,got yo bitch dick whipped
10393,1,got lot hoe dick
10394,1,got ta bad bitch bake cooky
10395,1,got ta admit used tell bitch everything wanted hear bighead change way lil bit
10396,1,got ta bad bitch always got hair fixed always n mall wit friend buying outfit
10397,1,got ta big head yah bitch think crown sized
10398,1,got ta bitch suck dick till nut spit gut slurp shit back slut
10399,1,got ta bottle liq crib get hitting dat bitch bare liq dat
10400,1,got ta get da gettin good nigguh
10401,1,got ta give de blasio credit man word nypd arrest nigga weed anymore hahahaha fuuuuuck yoouuuuu bitch
10402,0,grew hate blonde primary colored weave stop requesting good mouthwork
10403,1,grew ina jungle wit gorilla snake amp bird nigga
10404,1,grew niggahs trust niggah love niggahs
10405,1,guarantee b hot twat tonight dress legging open toed shoe
10406,1,guess come bitch people
10407,1,guess bitch got twisted think weak something look weak look scary look like somebody finna pick w
10408,1,guess niccas think owe money long forget
10409,1,guess none deez rappin nigga wan na throw dem bitch wit da big homie gucci
10410,1,guess oh wa bitch ha
10411,1,fag space ae hour excuse confused wheresshitgoing
10412,1,date wit irene nd bitch stood matter fact stood da whole city thanx fucking cunt irene ur grease
10413,1,dope parlay week san fran woulda hoe ran back pick shit rigged yo
10414,1,dream wa th grade class except current self remember thinking crazy become hoe moron
10415,1,dumbass dr c wa like dumb bitch
10416,0,froyo brownie dinner tonight adult making executive decision
10417,1,liked one bitch always wa shit causing fucking drama
10418,1,boldest side hoe come front girl nd start touchin nigguh
10419,1,hug block bitch wave
10420,1,tell bitch want loveeeee
10421,1,unfollow crazy asian bitch earlier lol play
10422,1,wack dick started messing white hoe stuck around amp let young goon practice em
10423,1,hardly text back hoe love phone
10424,0,hate chunky pasta sauce keep pesky vegetable way
10425,0,hate hashtag activism lie think trash
10426,1,hate think know head type bitch foh
10427,1,hate hacked k hoe
10428,1,hate used talk nigga bitch like foh hater never talked u jus know em
10429,1,hate bitch love bitch say love nigga confused bitch gon gay bitch straight bitch
10430,1,hate get shit done nigguh
10431,1,hate extra bitch extra nigga much stop unnecessary
10432,1,hate nosey bitch like mind yah business
10433,1,hate ol fat disgusting walmart working bitch
10434,1,hate stuck bitch likeeee stfu shit special
10435,1,hate trash bad bitch
10436,1,hate wishy washy bitch
10437,1,hate industry fag hope get nigerian summer flu
10438,1,hate baldheadass bitch http co r jj psc
10439,0,hate profiled country hick eric dean vestal make happy anything else
10440,1,hate bitch made nigga think soon get pussy theyre bad youre junior bang freshman bitchnigga
10441,1,hate bitch ugly fat bitch worst
10442,1,hate bitch fish compliment
10443,1,hate bitch attitude time
10444,1,hate bitch wear fake ray ban stop cheap
10445,1,hate bitch think everyone want nasty like cute
10446,1,hate bitch bad eyebrow
10447,1,hate bitch thick eyebrow
10448,1,hate bitch thirsty bitch
10449,1,hate drinking everyone fucking boring fuck guy fun pussy
10450,1,hate dumb bitch
10451,1,hate fat bitch
10452,1,hate female push ass walk know look like retarded flamingo right
10453,1,hate ghetto bitch passion
10454,1,hate going party really fat bitch go act like theyre shit theyre party like damn nessie im
10455,1,hate hoe
10456,1,hate hoe looking nice nshit hair nail done kid look like barely survived tornado
10457,1,hate girl bitch e v e r h n g
10458,0,hate dog name sound ghetto
10459,1,hate people talk loud ignorant mother fucker ghetto people
10460,1,hate pretty bitch chill lame nigga
10461,1,hate pulling store nigga staring like never seen bitch drive car rim system
10462,1,hate pumpkin flavored item white bitch crazy nasty
10463,1,hate ratchet country hoe ashamed
10464,1,hate self rightous black bitch
10465,1,hate self rightous bitch general people really get fucking nerve sometimes
10466,1,hate stupid bitch cry stupid reason
10467,1,hate takin trash always expecting big dog alley like raccoon jump dumpster
10468,1,hate texting boring bitch
10469,0,hate wake early morning drink fact wa cold yellow gatorade fridge get happy
10470,1,hate hoe bout shit
10471,1,hate hoe oml
10472,1,hate mom say trying move like bitch reason trying place live
10473,1,hate one random tear come blinked like nigga stop bitch
10474,0,hate wee boy wae squinty eye game throne suchaprick hopehegetskilled
10475,1,hate assigned seat sit annoying bitch whole class
10476,1,hate f ing bus hate f ing bus high ho dairy hate f ing bus
10477,1,hate ghetto trash special school across street building grow criminal
10478,1,hate white trash cop raped murdered infant daughter son
10479,1,hate hoe look thick front pas u amp missing
10480,1,hate cookie built bitch
10481,1,hate kid class always complaining bitch douche teacher
10482,1,hate tht hoe make hard talk dont get topic dont get poppin dont end stoppin wont
10483,1,hate twitter bunch sexy bitch
10484,1,hate txtn niggah man lol yr_killem
10485,1,hate see thick bitch instagram show looking like teddy graham
10486,1,hate upload pic caption say son someone asks omg son bitch found outside
10487,1,hate bitch take compliment pretty ugly well shit ugly damn
10488,1,hate bitch got fucked teeth trynna smile picture tf lmfao
10489,1,hate girl single single shit lil thottie cuff problem like bitch rko
10490,1,hate bitch thinking smh
10491,1,hate bitch like love much lt
10492,1,hate bitch get lame
10493,1,hate bitch keep saying yassss like like bitch u sound stupid stfu
10494,1,hate bitch wan na talk bf break theyre break bf nigga fuck inbox
10495,1,hate bitch post picture cute bitch tag em low key selfish fuck
10496,1,hate bitch say bro bruh
10497,1,hate bitch think expect something return buying cheap gift food life let live
10498,1,hate bitch try talk shit chipped nail
10499,1,hate black people try white bad nigger
10500,1,hate cute girl wack af boyfriend like bitch youre settlling quit settling real nigga
10501,0,hate female try sound like bird head
10502,1,hate girl say single heart taken bitch nigga love hoe move
10503,1,hate girl say single heart taken bitch nigga love move
10504,1,hate girl say forever alone like shut forever hoe forever alone shut get dick breath
10505,1,hate hoe try play wifey roll
10506,1,hate hoe tweet hoe okay aint hypocritical
10507,1,hate see cold hoe tryna kick knowledge
10508,1,hate best friend get new bitch barely chill
10509,1,hate nigga come tell got bitch twitter got bitch fuc wit lol smh
10510,1,hate people ask shoot need pussy shit bigger unswole nigga
10511,1,hate people call mate england fucking twat
10512,1,hate people terrible coping skill complain much oh mom died stop pussy
10513,1,hate people randomly stop talking like give reason bitch
10514,1,hate people organize plan end reaching destination bitch ask
10515,1,hate people tell many tattoo make look ugly like bitch fuck
10516,1,hate people tweef delete tweet like yalls hoe trying read
10517,1,hate ppl break fight like idc best friend sister whatever let bitch fight ctfuu
10518,1,hate ppl come house make mess bathroom like bitch come house play sink noooo
10519,1,hate little white kid try act black like bitch white
10520,1,hate white trash try act like equal make much clearer white trash
10521,1,hate yal delete twitter somethin better bitch nigga
10522,0,hate yellow jacket feel arm back lol
10523,1,hate niccas lol http co nqsyeqhgoz
10524,1,hoe
10525,1,bitch face bitch voice match kinda hard making friend
10526,0,feeling tonight trash
10527,1,extra unnecessary clothes amp cay wan na act like lit hoe
10528,1,better thing like drive yellow fucking lamborghini
10529,1,finally come term fact highest bitch level eat needasnickersanda piece
10530,1,work done day get everybody else scramblin sunday day rest bitch
10531,0,never actually seen yellow duck
10532,0,clothes make look like redneck tried best
10533,1,hoe man need though
10534,1,respect people cheat shit retarded
10535,1,officially earned right bitch thing next two year yay
10536,1,one day fucking school god nansemond fucking retarded
10537,0,really light colored eyebrow naturally ok
10538,1,horrible perspective time think might retarded smh
10539,1,bitch runnin wen dat pipe come damn
10540,0,dress tomorrow mock interview still know tie tie
10541,1,hide bitch sister get eats
10542,1,stop using bitch often everyday conversation
10543,1,tell secret stupid hoe
10544,1,yet understand many bytches getting bull piercing called septic something like
10546,0,hear bird summer breeze drive fast alone midnight
10547,0,hear thing day day bird
10548,1,heard bitch commit sin chipotle
10549,1,heard rumor vile hideous traitorous bitch named pelosi parading around w illegal alien vet get shaft bloodboiling
10550,1,heard pop pussy low
10551,1,heard pussy nigga hatin
10552,1,hit raw im listening papoose
10553,1,honestly understand men love bash woman make feel good sucked dick soooo goood ho __
10554,0,hope charlie brought lube test
10555,1,hope trip fall pussy tunechi
10557,0,hope yankee get soriano shoulda never gave away alex rodriguez
10558,0,hope trash talk abt cnn poor product hurt chance getting hired legal correspondent wa jk cnn
10559,1,hope accidentally get fat black bitch pregnant
10560,1,hope get eye cancer bitch
10561,1,hope realize retarded
10562,1,hope wrapping give pussy break nigga fuckin never date
10563,0,hope dis come severe shock use colored
10564,0,ignore bird
10565,1,impress da young white girl next doe taking giant negro thang usin flip da hamburger da koolqueeftribute
10566,1,jus wan na live good stay fresh fuck bad bitch
10567,1,jus wan na smoke rub bitch booty n bump day
10568,1,jus wan na watch last episode orange new black netflix jus want bitch
10569,1,chillin tho fuck w hoe hoe nigga know operate maybe wrong
10570,1,fucking bitch nigga cuffin hoe
10571,1,bitch slapped brother
10572,1,bought bentley bitch came wit
10573,1,date ghetto girl bruh
10574,1,imagine albino haha
10575,1,caught fat bitch slippin taking selfie
10576,1,cracked motherfuckin phone god damn feel like punching bitch motherfuckin throat
10577,1,dodged bullet crazy bitch
10578,1,get none people talk back guess follow hope follow back shit talk cracker
10579,1,fell love saw baddest bitch driving e amg coupe
10580,1,fucked albino wa weird wa like white body impersonating black voice like iggy azalea
10581,1,getting started oh ya got bitch
10582,1,got hype haha let go beat shit dat pussy niqqa
10583,1,heard mom go v annoyed bitch fuck expect slept long hungry bye felecia
10584,1,herd random creepiest sound da fuck going outside window looking bitch
10585,1,love tweaking hoe tweaking hoe song part wee getting money ball sme sme
10586,0,might buy rod jersey newyork yankee mlb
10587,1,might get rich might go broke bitch
10588,0,need yankee win pennant
10589,1,need know pussy like one time fine drizzy lol
10590,0,put pan brownie
10591,1,read prolly tweet different girl looong relationship ended today daaaamn yo hoe get slayed
10592,0,saw man actual conversation bird haha
10593,1,seen hit bitch call hit bitch ugly shit funny ctfu
10594,1,seen ugliest bitch commercial history monday night football
10595,1,seen main bitch might fuck
10596,1,touched pussy
10597,0,wan na cuddle boyfriend fuzzy blanket amp drink hot tea hair played go bed
10598,1,wan na fuck bad bitch
10599,1,wan na get lifted amp fuck exotic bitch
10600,1,wan na slap couple bitch
10601,1,wan na slit mf throat
10602,1,wan na touch da bitch fuck da bitch like bud trust bitch
10603,1,wan na travel world bitch
10604,1,want girl hoe
10605,0,want oreo amp milk honestly stop store amp pick way back lol
10606,1,want bad hoe wan na reach child
10607,1,want beat fuck everyone stare like bitch stahp
10608,1,want punch throat get order wrong stupid bitch sonic
10609,0,want vanilla oreo
10610,0,whipped homemade pickled egg home cripple made garlic http co xkfnw luf
10611,1,wish girlfriend come home long night fuckin wit bitch club
10612,1,wish female would look mirror b hop social network amp talk hoe
10613,1,wrote dawg essay amp wa working bibliography amp laptop froze im kill bitch get lost cause hadnt saved
10614,0,keep running tree bird fly avoid erm targeted lack digestive system
10615,1,keep seeing hoe call hoe hoe confused
10616,1,keep baddest hoe stay fresh head toe
10617,1,keep hoe check bounce
10618,1,knew new orleans nig would say something crazy lol
10619,1,kno upside cunt http co qf exo
10620,1,know talk lot shit bitch best believe back shit
10621,0,know hillbilly anything better big pot bean cornbread little hot sauce top
10622,1,know move next year mom gon na bitch whole time live
10623,1,know og niggaz bitch
10624,1,know outback see outback hoe
10625,1,know lot using hoe want bread wheel nigga go grind bitch
10626,1,know bitch mad shit friend borrow clothes amp bunch girl ig comment sayin cute outfit
10627,1,know bitch sell pussy
10628,1,know feel shit believe wa born heart la get anymore ghetto
10629,1,know im niggah saw
10630,0,know right get one guy man pjmclaugh one job josh nobz outman yankee
10632,1,know shit everybody care enough speak suggest bitch watch forreal
10633,1,know ratchet bitch rep north side
10634,1,know karma real hope cool still stupid bitch fuckin w
10635,1,know karma real hope doin cool still stupid bitch fuckin
10636,1,know hoe
10637,1,know niglets heard screaming
10638,1,know one hoe twitter right catfishin shit
10639,1,know wood kofi big e forming r truth wa like bitch frohorsemen
10640,1,know bitch discus group message word asshole cute douche bag abused excessively
10641,1,know yall bitch tell yall self wwhd would hustlelinaa cuz yall ass stay following
10642,1,know bitch hating low tho way niggaz world afford
10643,1,know seeeeen faceeeee gon send bitch maa wayyyy
10644,1,know white folk playin wit colored know place
10645,1,knw bitch nigga frm way back u wa ah pussy u ah pussy
10646,1,l v fuckin wit nigga getting emotional remind bitch blake http co vjcf r thu
10647,1,laugh bitch
10648,1,learned every bad bitch come wit mood swing like mortal kombat liu kang true mane
10649,0,learnt bird child best time learn bbcradio
10651,1,let hoe make much
10652,1,lied fair place reno girl dress like cowgirl slut nitc hash tag bitch
10653,1,like chinese buffet hate chink
10654,0,like river talk lot trash tell love game
10655,1,like cool bad bitch know sexy attitude like ehh whatever
10656,1,like hoe like hoe amusement
10657,1,like kid beyond scared straight acting like hard gangster end leaving balling eye like bitch lol
10658,1,like bad bitch cause like bad bitch
10659,1,like bad bitch cause like bad bitch hay stunna http co rn vrzfl l
10660,1,like bad bitch thats fucking problem
10661,1,like beamers benzes porch like bitch imported
10662,1,like teased dont give pussy fast
10663,1,like bitch like bitch
10664,1,like bitch
10665,1,like chilling bitch like fucking
10666,1,like good weed like bad bitch roll
10667,1,like herbal tea bitch matter anyone else doe
10668,1,like cay mf favorited tweet text bacc hate hoe
10669,1,like nigga try come im like bitch dont shit pussy
10670,1,like call mcsully like bad bitch pour honey silky body even
10671,1,like folk act like word negro equivalent porch monkey spear chucker real
10672,1,like bitch bad wit lil attitude
10673,1,like bitch simple laid back relaxed mental http co xyngdzldrb
10674,1,like seat low window slightly cracked riding wit bad hoe wit girlfriend back
10675,1,like saying word pussy hoe ion
10676,1,like taking nigga hoe stop
10677,0,like yankee toinight http co j rhambu
10678,1,like butt fuck fine lady choke hold bitch well maybe
10679,0,like mock apple legitimately interested see wearable look like
10680,1,like weed brownie cooky im straight seein crooked got muh trippy kit hope trip fal pussy tunchei
10681,0,liked youtube video http co qgnhildttv sock fairy short film
10682,1,liked youtube video http co odnpopl conor mcgregor trash talking chad mendes rest ball forehead
10683,1,literally looked bc kid pussy
10684,0,live two bite brownie
10685,1,live fast lane bitch
10686,1,look better bitch outfit floor justinmiculka myboy
10687,1,look like denzel tilt head side bitch
10688,0,look like dusty bird today
10689,1,looked retarded
10690,1,lose ovo follower every year bitch unfollowed hold going home rant hoe athem hoe anthem
10691,1,lost respect brother cause acting like straight bitch
10692,1,lost think good paper bitch fell bed fell bed slept floor
10693,1,lost partner bitch money never lost mind
10694,1,lost something important last year excuse little selfish bitch
10695,0,love butter atcq love q tip hook wa looped three half minute instead phife trash verse
10696,1,love asian bitch
10697,1,love german wish nansemonds bitch
10698,0,love liv get ghetto
10699,1,love bitch rack
10700,1,love bitch im ridin bitch matter
10701,1,love people one fag go school catch ninja star face asap
10702,1,love bad bitch
10703,1,love bad bitch fucking hobby yeah four like fucking doggy
10704,1,love bad bitch fuckin problem
10705,1,love bad bitch thats fuckin problem forreal real shit cant even help
10706,1,love faggot absolutely love especially one dress tea
10707,1,love fat bitch
10708,1,love fat bitch fucking problem roodee_poo
10709,1,love flirting money bitch get time eye
10710,0,love floating monkey head much next person active surplus website redonkulus http www activesurplus com
10711,1,love fuckin wit people givin greedy nigas old cracker wit expired cheese dey callin like nigga im shittin likea goose
10712,1,love going walmart looking gun wife talk spanish redneck stare u reconsider
10713,1,love everybody bitch heat fan win lose hater x obnoxious
10714,1,love bitch talkin single life best life bitchin complaining need boyfriend wtf
10715,1,love hoe like omg warped tour yayyyyy gaaaaaaaaaaaay
10716,1,love brother actually try understand girl see point view argue instead bitch
10717,1,love people use twitter bitch complain fuckyou
10718,0,love marry still queer messy funny fabulous dramatic community always love u
10719,0,love jigg jigg
10720,1,love living minnesota weather bad enough people bitch anything serious stay safe east coast
10721,0,love chunky baby
10722,1,love fresh pussy eat buffet
10723,1,love money fuc bitch stress
10724,1,love hater biggest fan field dem bitch stand
10725,0,love acoustic dome hallway favorite place sing public lie http co g az ryubq
10726,1,love stupid holiday commercial thought going get car nope bitch got ugly sweater
10727,1,love bitch dear heart
10728,1,love ho nerissaloren http co obsnjj
10729,1,love eat pussy love investment
10730,1,love feed pussy
10731,0,love watching bird migrate wish understood peaceful sight
10732,0,love wearing fuzzy sock work
10733,1,love girl pas guy want something real treat right guy us em cuz bitch
10734,1,love friend let use phone stalk bitch blocked facebook
10735,1,love mom go grocery store get home carry suck monkey nut
10736,1,love people bitch athlete payed much like turn million fuck ever
10737,1,love pussy smacking sound like u mixing spaghetti
10738,1,love nigguh grown man http co utzj uhj
10739,1,loved much long could niggah
10740,0,luh lick middle like oreo
10741,0,luv watching gas monkey havin classic
10742,1,made ya bitch sicc wit one
10743,1,made bitch
10744,1,make bitch fly like peter pan
10745,1,masturbated lingerie catalog spite dare throw trash get look
10746,0,may may least fob related tattoo already planned
10747,1,mean like get nasty tooting bitch face freaky zone
10748,1,mean bitch whilin gone get knocked tf
10749,1,mean cunt cunt happens
10750,0,mean ppl confuse use nicca used word two used
10751,1,mean get married long sign prenuptial agreement bitch
10752,1,mean guess start using since faggot facebook blocked saying mean thing lady gaga
10753,0,mean blow foul ha yellow situation
10754,1,meant bitch nigga
10755,1,might freak bitch dont need bitch
10756,1,miss britt god damn bitch real nigga baby
10757,0,miss twinkie susie q tragic loss society next pixie turtle
10758,1,miss jihadist bitch crosshairs ahhh good ol day
10759,1,miss bitch wa one fucked whatever
10760,1,miss fag friend
10761,1,miss flip phone bitch never died
10762,0,miss monkey
10763,1,miss wee cheeky cunt sad time missabby
10764,1,missing something ofay friend day scared da recent happening chu worry ol lamar say like da colored folk
10765,1,moved niggah anyways
10766,1,must bitch
10767,1,must pissed nigga aha um hoe amp acting outta line
10768,1,name nigga nba playersmy nigga larry bird strait fuckin shooter
10769,1,named dick truth cuz bitch handle lmao
10770,1,named penis truth bitch handle
10771,1,need belgian waffle couple bad bitch
10772,0,need spanish woman ghetto name cook u till casket curvy
10773,1,need bad bitch thats gon treat good
10774,1,need bitch
10775,1,need bitch
10776,1,need bitch drop lol
10777,1,need bitch go like need beat
10778,1,need bitch top till get sleepy
10779,0,need cowboy killer cold one mr_dtb probably tired tho get
10780,1,need girl jamaica fuck basic black bitch
10781,0,need heated bra nip hurt bad
10782,1,need new bitch
10783,1,need trippy bitch wit cute shit
10784,0,need like fuzzy blanket sleep
10785,1,need bitch
10786,1,need real loyal bitch
10787,1,need one research street sign near usaa hang bitch bed lol
10788,0,need sleep seem get place let clam sleep
10789,1,need good pussy fuck
10790,1,need new hoe
10791,1,need sum hoe ah sum cuz wake hella email goodmoring goodnight text shit even single text
10792,1,need change first im retarded fuck
10793,1,need chat spacejam_teeg dat nicca lol
10794,1,need jump shop fritag beer hate looking like odd need get fag tae going look like junkie
10795,0,need pick two wig agony __ cute multi colored bob red stevie nick curly one
10796,1,need hoe
10797,1,need stop little bitch lol
10798,1,never friend entire time lived virginia one wa cool hope white trash southerner die
10799,1,never played bitch bitch definitely played self
10800,1,never put hoe b bros
10801,1,never seen asian chinese bitch pregnant shit throught kid spawn like call duty
10802,1,never thought could irritate like please stop fucking bitch surprised boyfriend put stupidspecs
10803,0,nicknamed lux coach k without would never heard duke lol charlie
10804,1,tried everything bitch said wanted man shit get anywhere
10805,1,bring lat name hoe know kid need know
10806,1,fuck bad bitch stiff
10807,1,like woman pussy smell like burnt cheese
10808,1,respect bitch respect theyself truu
10809,1,wan na see bad bitch snap chat
10810,1,ont care cuz got hoe dat rite got plenty em
10811,1,ont like dramatic bitch separate n shit
10812,1,ont like game wit retarded bird
10813,0,openly admit level white trash drive across town gas station free hot dog amp half price drink
10814,1,ordered chocolate chip cooky amp bitch gave fry smh even take shit back wa gon late work
10815,1,phone cool basic girly bitch dry n plain
10816,1,picked welbeck team kind cunt yes
10817,0,pictured angus running side fob sharana every day afghanistan returnto http co zj mk w ef
10818,1,plan eating entire motherfucking pizza ordered like mufucka bitch
10819,1,prefer jameis winston speak tv damn coon
10820,1,pull hoe tx
10821,1,pull gim yo bitch
10822,1,put pussy map
10823,1,put ona bitch make bang set gave hoe dick came left
10824,1,rarely drink drunk bitch irritate
10825,0,rather watch oak cliff redskin oak cliff comet play hell
10826,1,realized tacal bitch
10827,1,really always bitch know
10828,1,really baggin bitch problem basketball short b know smile cologne maybe swag idk
10829,1,really stand people slander shit trash
10830,1,really committed fucking richest bitch
10831,1,really pressed bitch social medium talk yes want http co wkvvpsxqp
10832,1,really like nigguh paul tho
10833,1,really get upset lightskin friend another cute dark skin sidekick like im supposed cute darkie u hang wit
10834,1,really hate fat bitch cause bony love smoking hella swisher feeling lonely try voice
10835,1,really hate bitch people point longer give fuck
10836,1,really hate get response back text message like bitch see sum
10837,1,really hope cameron get back together much better dont call hoe http co npx gltmst
10838,1,really hoe shyt u know im hoe mr
10839,1,really wan na brake fucking head look like bitch hit
10840,1,really want kill towel head terrorist already high school please
10841,1,really think ppl defending cassidy throw hotel crib bitch comin
10842,1,really wan na talk life fuck right pussy dude smokin blunt die
10843,0,really want girl make brownie
10844,0,really want sport star get pet monkey name achilles
10845,1,really wish owned rocket launcher use every retard driving front today roadrage
10847,1,refuse raise child bitch country
10849,0,remember laying hospital bed shot ranting coconut shrimp wa trash
10850,1,remember amp duddy wa arguing amp gon say shut bitch raped childish
10851,0,remember va tech band called u planet ape wa ready flip
10852,1,remember bitch lmaoo
10853,1,remember milz drunk fell asleep playing gear smh fag
10854,1,remember bitch wouldnt let nigga fuck like month day
10855,1,remember wa watch ha cootie stay away hoe ha herpes
10856,1,remember lil bitch caught slippin n get ina car min later lookin nigga holdin gun face
10857,0,rescued baby bird http co ad yy cuqt
10858,1,respect nigga tell got bitch fall fuck back hating
10859,1,ride around notint bitch see jetlife
10860,1,roll blunt better bitch havana cause king round
10861,0,said middle school day ghetto way people impress go http co qypvikcrfy
10862,1,salute hoe kno place bitch miss
10863,1,saw many basic bitch picking school schedule kinda wanted throw tbh
10864,1,say k michelle manly act like lady foul mouth violent beat bitch
10865,1,say fuck nigga bitch im need
10866,1,say smash panomera buy new one hoe
10867,1,say big fat line meth finale come pussy p goodbyebreakingbad
10868,1,see real nicca look mirror
10869,1,see bitch nun trotin amp thotin
10870,1,see hoe
10871,1,see thru fake bitch amp nigga
10872,0,see u jigga hillary wankin
10873,0,see ya big boi oreo v
10874,1,see fuck bitch fuck bitch also
10876,1,seen scooby hoe nigga garden
10877,0,sho miss uncle tom
10878,1,shoot pussy bust pussy cuming sooooooooooon
10879,1,shot stripper hoe keep stealing taco http co tq jlg
10880,1,jail crime hoe kill beat
10881,1,nigga bitch texting right
10882,1,gt scurl deez hoe
10883,1,probs shave spic stash soon kinda getting hand
10884,0,start wearing beany
10885,1,fought wa wa popped talking u need two hit bitch please
10886,1,thrown whole roll penny made month bitch
10887,0,show like jefferson dat george make wan na open dry cleaning stow call da white folk honkey
10888,1,show love everybody joe time hate stuck people thats hoe shit
10889,1,slam duunkk hoe cuz lay
10890,1,slept good thenna bitch tho
10891,1,smell smell smell pussy
10892,1,smoke fat pound grass fall faster fat bitch sat fast
10893,1,smoke lot weed keep bitch mind
10894,1,snorted shit girl presence dude lmao coke head bitch
10895,1,sound retarded learning quickly tyler_yost http co vqh zbwml
10896,1,spend money weed clothes n food hoe
10897,1,spent whole th lookin hoe missed firework realized hoe allbad
10898,1,spy couple thirsty hoe insta
10899,1,stalk bf insta follow girl flirt scare bitch
10900,1,start garfield monday yeahhhhhh lil bitch
10901,1,stay away bitch insecure wild ning public say immature
10902,1,still get retard going ape shit iphone make sense whats ever
10903,0,still understand dump trash ocean pretty big surely cheaper launching space
10904,1,still hate bitch dmv californiadmv miserable hoe
10905,1,still see plenty basic bitch iphone
10906,1,still think snap chat faggot high schoolers
10907,1,stopped snapping woman calling bitch
10908,1,support niggaz bitch dope shit west side city la
10909,1,swear care everything else bitch
10910,1,swear got shit make bitch go insane
10911,1,swear hate im somewhere woman catch rubberband clearly say kappa alpha psi ask kappa yes bitch lol
10912,1,swear heard bitch creak
10913,1,swear needa go n go back old bitch think game apparently let real
10914,1,swear worry nothing keep bitch radar gay
10915,1,swear newnan utility gettin nicca bout start reading damn meter
10916,1,swear nicca sleep im tired fuk
10917,1,swear nothing worse bad bitch lost
10918,1,swear bitch looney like pic amp fucking bitch
10919,1,swear bitch nothing worry know shut fuck
10920,1,swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin
10921,1,swear female think know bitch know intention think
10922,1,swear girl good pussy think answer everything
10923,1,swear ion see broke niccas still gettin pussy smh
10924,1,swear nobody actually care valentine day unless single amp jaded want bitch
10925,1,swear nobody complain hoe early wake go work nobody wake get ready
10926,1,swear ta god nigga des hoe want yrn
10927,1,swear hoe b trying
10928,0,swear people cleaning office switch side trash v recycling purpose mess
10929,1,swear anon fag go protest take picture post twitter look wa like
10930,1,swear hoe aint got nothing
10931,1,swear hoe following ever since went break
10932,1,swear god middle club making wit bitch like tryna film romantic comedy somethin
10933,1,swear god hit lick lil b bitch dope rob bitch
10934,1,swear god hoe look like take exact picture everytime change godamn ratchet
10935,1,swear broad new bitch every month cant even get one girlfriend maybe something wrong
10936,1,swear new bitch rap wrap
10937,1,take bitch home give long dick
10938,1,take full pride momma ha blessed ridiculous level yellow got back year
10940,1,take shot wit chaser get bitch chase em
10941,1,talk bitch like really care
10942,0,talked bird fell love
10943,1,tell bitch love shit fuck somethin
10944,1,tell bitch got ike turner syndrome
10945,1,tell th bitch get th bitch th bitch bring
10946,1,tell baddest hoe beat unless gone strip
10947,1,tell truuuooooth bitch ugly yeah aunt momma wa gone lie er bro tell truth
10949,1,tell u tho u nigger woman start getting cornrows mannn
10950,1,text ex new bitch pussy wetter
10951,1,thincc pretty average bitch ya know
10952,1,think broke rib fell ditch turning pussy think
10953,1,think figured white trash american come rural part europe
10954,0,think found normal roommate praise jesus current one get throat slit sleep
10955,1,think got ta accept fact bitch gon na hoe til around age life lot easier
10956,1,think killed chipmunk son bitch wa fast need check tire
10957,1,think read worst interview ever lee castro one dope bitch neither one two belong medium
10958,0,think salad bar lunch today got ta make birthday brownie somehow lasthurrahthendietstarts
10959,0,think eat brownie pas
10960,1,think bitch tonight
10961,0,think gon na walk around house free bird
10962,1,think guy period today emotional bitch heh heh heh
10963,1,think lot bitch smile selfies breath stink want steam front camera
10964,0,think fact dinosaur evolved bird every time eat chicken dinosaur delicious
10965,1,think ai havent looked cloud whole minute cu hoe moving fast asf rn
10966,1,think dem hoe lahhh regular
10967,1,think losing nigga cuz season changed seasonal hoe
10968,1,think dat miss_facetious called nigger move away da dark side mean
10969,1,think every bitch wit tongue piercing suck dick im real
10970,1,think funny hoe talk bout faithful
10971,1,think bitch tryna set uuuuhhuuhhhhhp
10972,1,think nigga retarded g
10973,1,think woman forever find way guy thirsty tho feel like thier pussy ha value
10974,1,think fat bitch never see ya body tl got nothing neck avi
10975,1,think fuckin wit wrong niggah
10976,1,think bad mood munching hairy pussy
10977,1,think made clear hoe loyal
10978,1,thought love bitch core
10979,1,thought wa legal beat yo hoe
10980,1,thought wa bros hoe guess
10981,0,thought wa albino tho
10982,1,thought bitch wa trynna line
10983,1,titty wrecked ya bitch
10984,1,tld hoe wrong dnt make rite wan na sing
10985,0,told said bri get tweef anyone trash go tweefs like freshman
10986,1,told mom eats cereal ugly amp gon say rude little bitch thought let bitch know
10987,1,told bitch idgaf benz bitch
10988,1,told chick tell truth realest bitch ever met show proof
10989,1,told little bitch nigga look like eat gun charge slap hoe lawyer
10990,1,told wa going shit u pussy boy
